forecast_date,target,location,target_end_date,type,quantile,value
2020-08-14,3 wk ahead inc death,06,2020-08-29,quantile,0.95,1275
2020-08-14,3 wk ahead inc death,06,2020-08-29,quantile,0.975,1329
2020-08-14,3 wk ahead inc death,06,2020-08-29,quantile,0.99,1382
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.01,164
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.025,177
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.05,195
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.1,237
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.15,445
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.2,473
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.25,506
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.3,546
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.35,583
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.4,621
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.45,678
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.5,748
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.55,818
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.6,876
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.65,931
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.7,981
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.75,1027
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.8,1077
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.85,1138
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.9,1214
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.95,1320
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.975,1394
2020-08-14,4 wk ahead inc death,06,2020-09-05,quantile,0.99,1456
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.01,99
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.025,109
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.05,122
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.1,152
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.15,359
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.2,384
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.25,415
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.3,450
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.35,480
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.4,516
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.45,665.7000000000007
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.5,772
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.55,833
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.6,888
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.65,938
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.7,985
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.75,1036
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.8,1086
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.85,1145
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.9,1223
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.95,1337.699999999997
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.975,1418.3499999999985
2020-08-14,5 wk ahead inc death,06,2020-09-12,quantile,0.99,1495
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.01,59
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.025,66
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.05,75
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.1,98
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.15,286
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.2,309
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.25,334
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.3,361
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.35,386
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.4,421
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.45,623
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.5,791
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.55,853
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.6,899
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.65,938
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.7,980
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.75,1024
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.8,1074
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.85,1134
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.9,1213
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.95,1333
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.975,1420
2020-08-14,6 wk ahead inc death,06,2020-09-19,quantile,0.99,1504.739999999998
2020-08-14,1 wk ahead cum death,08,2020-08-15,point,NA,1982.5119695119695
2020-08-14,2 wk ahead cum death,08,2020-08-22,point,NA,2078.6225996225994
2020-08-14,3 wk ahead cum death,08,2020-08-29,point,NA,2201.6155696155697
2020-08-14,4 wk ahead cum death,08,2020-09-05,point,NA,2362.83978983979
2020-08-14,5 wk ahead cum death,08,2020-09-12,point,NA,2578.6579346579347
2020-08-14,6 wk ahead cum death,08,2020-09-19,point,NA,2868.8948458948457
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.01,1868
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.025,1871
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.05,1874
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.1,1878
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.15,1881
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.2,1883
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.25,1885
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.3,1887
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.35,1889
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.4,1891
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.45,1893
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.5,1896
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.55,1899
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.6,1902
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.65,1908
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.7,1916
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.75,1925
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.8,1933
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.85,1942
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.9,2600
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.95,2655
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.975,2679
2020-08-14,1 wk ahead cum death,08,2020-08-15,quantile,0.99,2702
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.01,1877
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.025,1881
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.05,1885
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.1,1890
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.15,1894
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.2,1898
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.25,1901
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.3,1904
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.35,1908
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.4,1911
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.45,1914
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.5,1917
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.55,1921
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.6,1927
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.65,1935
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.7,1950
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.75,1964
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.8,1975
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.85,1987
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.9,3246
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.95,3335
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.975,3376
2020-08-14,2 wk ahead cum death,08,2020-08-22,quantile,0.99,3413
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.01,1883
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.025,1887
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.05,1892
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.1,1899
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.15,1905
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.2,1910
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.25,1915
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.3,1919
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.35,1923
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.4,1928
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.45,1932
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.5,1937
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.55,1942
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.6,1949
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.65,1961
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.7,1979
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.75,1998
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.8,2013
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.85,2028
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.9,4146
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.95,4285
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.975,4344
2020-08-14,3 wk ahead cum death,08,2020-08-29,quantile,0.99,4400
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.01,1886
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.025,1891
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.05,1896
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.1,1905
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.15,1913
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.2,1920
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.25,1926
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.3,1931
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.35,1936
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.4,1941
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.45,1947
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.5,1953
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.55,1960
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.6,1968
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.65,1983
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.7,2004
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.75,2027
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.8,2047
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.85,2063
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.9,5398
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.95,5603
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.975,5698
2020-08-14,4 wk ahead cum death,08,2020-09-05,quantile,0.99,5780.739999999998
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.01,1889
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.025,1894
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.05,1899
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.1,1909
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.15,1919
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.2,1927
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.25,1935
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.3,1941
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.35,1948
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.4,1954
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.45,1960
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.5,1967
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.55,1976
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.6,1986
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.65,2002
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.7,2024
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.75,2052
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.8,2076
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.85,2095
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.9,7135
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.95,7439
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.975,7574
2020-08-14,5 wk ahead cum death,08,2020-09-12,quantile,0.99,7697
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.01,1890
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.025,1895
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.05,1901
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.1,1912
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.15,1924
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.2,1934
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.25,1942
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.3,1950
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.35,1957
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.4,1965
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.45,1972
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.5,1980
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.55,1990
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.6,2002
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.65,2020
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.7,2041
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.75,2071
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.8,2103
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.85,2124
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.9,9514.400000000001
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.95,9962.699999999997
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.975,10159
2020-08-14,6 wk ahead cum death,08,2020-09-19,quantile,0.99,10342
2020-08-14,1 wk ahead inc death,08,2020-08-15,point,NA,78.13456913456913
2020-08-14,2 wk ahead inc death,08,2020-08-22,point,NA,96.11063011063011
2020-08-14,3 wk ahead inc death,08,2020-08-29,point,NA,122.99296999296999
2020-08-14,4 wk ahead inc death,08,2020-09-05,point,NA,161.22422022422023
2020-08-14,5 wk ahead inc death,08,2020-09-12,point,NA,215.81814481814482
2020-08-14,6 wk ahead inc death,08,2020-09-19,point,NA,290.2369112369112
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.01,9
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.025,11
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.05,12
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.1,14
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.15,16
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.2,17
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.25,18
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.3,20
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.35,21
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.4,22
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.45,24
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.5,25
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.55,27
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.6,29
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.65,32
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.7,36
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.75,41
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.8,46
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.85,52
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.9,455
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.95,493
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.975,511
2020-08-14,1 wk ahead inc death,08,2020-08-15,quantile,0.99,527
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.01,6
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.025,7
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.05,9
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.1,11
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.15,12
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.2,14
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.25,15
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.3,17
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.35,18
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.4,19
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.45,21
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.5,22
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.55,24
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.6,26
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.65,29
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.7,33
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.75,38
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.8,42
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.85,48
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.9,632
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.95,683
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.975,705
2020-08-14,2 wk ahead inc death,08,2020-08-22,quantile,0.99,725
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.01,3
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.025,5
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.05,6
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.1,8
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.15,10
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.2,11
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.25,13
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.3,14
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.35,15
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.4,17
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.45,18
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.5,20
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.55,22
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.6,24
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.65,26
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.7,30
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.75,33
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.8,38
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.85,43
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.9,884
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.95,948
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.975,978
2020-08-14,3 wk ahead inc death,08,2020-08-29,quantile,0.99,1004
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.01,2
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.025,3
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.05,4
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.1,5
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.15,7
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.2,9
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.25,10
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.3,11
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.35,12
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.4,14
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.45,15
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.5,16
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.55,18
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.6,20
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.65,22
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.7,25
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.75,29
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.8,33
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.85,39
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.9,1236
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.95,1321.699999999997
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.975,1360
2020-08-14,4 wk ahead inc death,08,2020-09-05,quantile,0.99,1396.739999999998
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.01,1
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.025,1
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.05,2
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.1,4
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.15,5
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.2,7
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.25,8
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.3,10
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.35,11
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.4,12
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.45,13
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.5,15
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.55,16
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.6,18
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.65,20
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.7,22
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.75,25
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.8,29
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.85,34
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.9,1717
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.95,1832.699999999997
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.975,1887
2020-08-14,5 wk ahead inc death,08,2020-09-12,quantile,0.99,1938.739999999998
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.01,0
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.025,1
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.05,1
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.1,2
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.15,4
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.2,5
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.25,7
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.3,8
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.35,9
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.4,10
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.45,11
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.5,13
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.55,14
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.6,15
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.65,17
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.7,19
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.75,22
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.8,25
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.85,31
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.9,2361
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.95,2524
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.975,2595
2020-08-14,6 wk ahead inc death,08,2020-09-19,quantile,0.99,2661
2020-08-14,1 wk ahead cum death,09,2020-08-15,point,NA,4453.299663299664
2020-08-14,2 wk ahead cum death,09,2020-08-22,point,NA,4462.222814222814
2020-08-14,3 wk ahead cum death,09,2020-08-29,point,NA,4470.250379250379
2020-08-14,4 wk ahead cum death,09,2020-09-05,point,NA,4477.993376993377
2020-08-14,5 wk ahead cum death,09,2020-09-12,point,NA,4486.005587005587
2020-08-14,6 wk ahead cum death,09,2020-09-19,point,NA,4494.928367928368
2020-08-14,1 wk ahead cum death,09,2020-08-15,quantile,0.01,4433
2020-08-14,1 wk ahead cum death,09,2020-08-15,quantile,0.025,4435
2020-08-14,1 wk ahead cum death,09,2020-08-15,quantile,0.05,4436
